,A,B,X_MID,Y_MID,TAZID_1,nearest_tazid
11059,20677,20708,407984.51015,4494844.3835,1728.0,1728
11060,20678,15011,414249.3294,4488490.612,1996.0,1996
11061,20678,20642,414200.1612,4488334.112,2009.0,2009
11062,20678,20669,414421.79874999996,4488239.4495,2021.0,2021
11063,20678,20685,414184.8294,4488561.612,1996.0,1996
11064,20678,20717,414413.05955,4488483.141000001,1996.0,1996
11065,20679,20732,412728.076,4490235.1525,1966.0,1966
11066,20680,20728,412680.0,4490261.5,1966.0,1966
11067,20681,20730,412694.5,4490267.0,1966.0,1966
11068,20682,20655,416597.5,4486032.5,2074.0,2074
11069,20682,20663,416472.0,4486192.5,2063.0,2063
11070,20682,20688,416605.0,4486185.5,2074.0,2074
11071,20682,20696,416638.0,4486188.0,2074.0,2074
11072,20683,20666,422129.56295000005,4480544.506999999,2182.0,2182
11073,20683,20687,422026.7581,4480755.794,2183.0,2183
11074,20684,20666,422279.97955000005,4480399.186,2183.0,2183
11075,20684,20770,422540.2236,4480653.755999999,2184.0,2184
11076,20685,20652,413972.0,4488646.5,2009.0,2009
11077,20685,20678,414184.8294,4488561.612,1996.0,1996
11078,20685,20689,414002.48805000004,4488807.147,1996.0,1996
11079,20685,20727,414182.1963,4488785.424000001,1996.0,1996
11080,20686,20494,408450.30405,4493563.837,1728.0,1728
11081,20686,20608,409225.04284999997,4493242.259,1766.0,1766
11082,20686,20724,409221.81070000003,4493741.2905,1728.0,1728
11083,20686,20759,409569.18539999996,4493562.640000001,1728.0,1728
11084,20687,2182,421768.91475,4480674.1675,2182.0,2182
11085,20687,2183,422203.41475,4480873.6675,2183.0,2183
11086,20687,20683,422026.7581,4480755.794,2183.0,2183
11087,20687,20698,422007.24275,4480841.661499999,2183.0,2183
11088,20688,20655,416630.5,4486028.0,2074.0,2074
11089,20688,20682,416605.0,4486185.5,2074.0,2074
11090,20688,20696,416671.0,4486183.5,2075.0,2075
11091,20688,20729,416643.0,4486345.0,2063.0,2063
11092,20689,20685,414002.48805000004,4488807.147,1996.0,1996
11093,20689,20697,413877.7568,4488985.161,1996.0,1996
11094,20690,2011,415022.51915,4487989.7565,2011.0,2011
11095,20690,2028,414942.51915,4487487.2565,2028.0,2028
11096,20690,20648,414771.01095,4487842.6025,2011.0,2011
11097,20690,20736,415221.90855,4487838.513,2028.0,2028
11098,20691,20644,420270.17285,4482344.848999999,2174.0,2174
11099,20691,20658,420164.0,4482528.0,2166.0,2166
11100,20691,20705,420381.0,4482524.0,2175.0,2175
11101,20691,20735,420385.0,4482682.5,2166.0,2166
11102,20692,20796,419653.5,4483732.0,2165.0,2165
11103,20693,20636,418849.0,4483738.5,2096.0,2096
11104,20693,20664,419001.0,4483725.5,2165.0,2165
11105,20693,20668,419003.0,4483738.5,2096.0,2096
11106,20694,1766,409581.18265,4492630.58,1766.0,1766
11107,20694,20646,410178.4917,4492450.0745,1768.0,1768
11108,20694,20731,410232.72645,4492794.617000001,1768.0,1768
11109,20695,20656,412349.22235,4490349.532,1965.0,1965
11110,20695,20716,412541.60755,4490442.875,1965.0,1965
11111,20696,20682,416638.0,4486188.0,2074.0,2074
11112,20696,20688,416671.0,4486183.5,2075.0,2075
11113,20696,20726,416828.0,4486187.0,2075.0,2075
11114,20696,20729,416676.0,4486347.5,2064.0,2064
11115,20697,20659,413718.45499999996,4489001.618,1995.0,1995
11116,20697,20689,413877.7568,4488985.161,1996.0,1996
11117,20697,20706,413738.20314999996,4489181.9845,1975.0,1975
11118,20697,20712,413848.67905,4489097.899,1975.0,1975
11119,20698,20687,422007.24275,4480841.661499999,2183.0,2183
11120,20698,20711,421999.4366,4480946.263499999,2183.0,2183
11121,20699,2086,418348.0,4484746.0,2086.0,2086
11122,20699,2095,418401.5,4484362.5,2095.0,2095
11123,20699,20620,417976.5,4484573.0,2094.0,2094
11124,20699,20749,418604.0,4484564.0,2095.0,2095
11125,20700,20578,410604.7673,4491795.0735,1767.0,1767
11126,20700,20627,411134.5346,4491447.126,1767.0,1767
11127,20700,20744,411372.01285,4491780.972999999,1767.0,1767
11128,20700,20779,411134.5346,4492197.2695,1767.0,1767
11129,20701,20663,416425.0,4486320.0,2063.0,2063
11130,20701,20733,416475.08775,4486615.8325,2063.0,2063
11131,20702,2075,417074.30834999995,4485697.107000001,2075.0,2075
11132,20702,2076,417467.21869999997,4485727.1655,2076.0,2076
11133,20702,20628,417257.59261,4485462.576655,2076.0,2076
11134,20702,20754,417262.99725,4485924.052,2076.0,2076
11135,20703,20671,422716.4877,4480064.1735,2184.0,2184
11136,20703,20888,423101.62785,4480813.654999999,2184.0,2184
11137,20704,20674,422781.88685,4480019.674000001,2157.0,2157
11138,20704,20718,422848.319,4480166.6825,2157.0,2157
11139,20704,20752,422921.77185,4480267.0825,2157.0,2157
11140,20705,20665,420420.0,4482342.5,2167.0,2167
11141,20705,20691,420381.0,4482524.0,2175.0,2175
11142,20705,20722,420429.3186,4482610.475500001,2167.0,2167
11143,20706,20697,413738.20314999996,4489181.9845,1975.0,1975
11144,20706,20713,413548.9834,4489442.1325,1995.0,1995
11145,20707,2095,418654.0,4484131.5,2095.0,2095
11146,20707,2096,418981.0,4484147.5,2096.0,2096
11147,20707,20668,418851.0,4483929.5,2095.0,2095
11148,20707,20749,418856.5,4484333.0,2095.0,2095
11149,20708,20677,407984.51015,4494844.3835,1728.0,1728
11150,20708,20762,408219.76605,4495009.0985,1728.0,1728
11151,20709,20630,422687.5723,4479930.4004999995,2184.0,2184
11152,20710,20763,422912.0,4480331.5,2184.0,2184
11153,20711,20698,421999.4366,4480946.263499999,2183.0,2183
11154,20711,20755,422007.6527,4481215.9075,2183.0,2183
11155,20712,20697,413848.67905,4489097.899,1975.0,1975
11156,20712,20734,413956.63564999995,4489175.574999999,1996.0,1996
11157,20713,20706,413548.9834,4489442.1325,1995.0,1995
11158,20713,20720,413372.0568,4489696.268999999,1975.0,1975
11159,20714,20660,411688.54504999996,4491103.591,1964.0,1964
11160,20714,20673,411933.3582,4490912.0649999995,1965.0,1965
11161,20714,20743,412109.73825,4491098.995,1965.0,1965
11162,20714,20766,411941.54504999996,4491348.091,1769.0,1769
11163,20715,20629,422691.2166,4479964.8245,2184.0,2184
11164,20715,20703,422798.32495,4480190.3135,2184.0,2184
11165,20716,20654,412622.27165,4490161.8515,1966.0,1966
11166,20716,20695,412541.60755,4490442.875,1965.0,1965
11167,20716,20732,412659.34765,4490486.504,1966.0,1966
11168,20717,20678,414413.05955,4488483.141000001,1996.0,1996
11169,20717,20727,414410.42645,4488706.953,1996.0,1996
11170,20717,20767,414658.71525,4488661.8295,1996.0,1996
11171,20718,20764,422942.1045,4480364.4350000005,2157.0,2157
11172,20719,20670,412650.0,4490209.5,1966.0,1966
11173,20720,20675,413179.19019999995,4489708.731,1995.0,1995
11174,20720,20713,413372.0568,4489696.268999999,1975.0,1975
11175,20720,20725,413282.87454999995,4489839.0515,1967.0,1967
11176,20720,20757,413411.84884999995,4489873.213500001,1975.0,1975
11177,20721,20672,412665.0,4490213.0,1966.0,1966
11178,20722,20705,420429.3186,4482610.475500001,2167.0,2167
11179,20722,20738,420498.82790000003,4482729.583000001,2167.0,2167
11180,20723,20655,416625.0,4486191.5,2063.0,2063
11181,20723,20682,416599.5,4486349.0,2063.0,2063
11182,20723,20688,416632.5,4486344.5,2063.0,2063
11183,20724,20686,409221.81070000003,4493741.2905,1728.0,1728
11184,20724,20771,409234.07545,4494146.0265,1728.0,1728
11185,20725,20720,413282.87454999995,4489839.0515,1967.0,1967
11186,20725,20745,413257.01105,4490006.484,1967.0,1967
11187,20726,2064,416959.0,4486597.0,2064.0,2064
11188,20726,20696,416828.0,4486187.0,2075.0,2075
11189,20726,20754,417109.5,4486186.0,2064.0,2064
11190,20727,20685,414182.1963,4488785.424000001,1996.0,1996
11191,20727,20717,414410.42645,4488706.953,1996.0,1996
11192,20727,20734,414165.42165000003,4489041.114,1996.0,1996
11193,20727,20772,414445.18725,4488961.4629999995,1996.0,1996
11194,20728,20753,412657.5,4490637.5,1966.0,1966
11195,20729,20899,416653.5,4487409.0,2063.0,2063
11196,20730,20756,412674.5,4490638.0,1966.0,1966
11197,20731,20608,409738.59545,4492919.3774999995,1766.0,1766
11198,20731,20694,410232.72645,4492794.617000001,1768.0,1768
11199,20731,20746,410265.5197,4493020.312,1768.0,1768
11200,20731,20811,410693.76075,4492918.074,1768.0,1768
11201,20732,20716,412659.34765,4490486.504,1966.0,1966
11202,20732,20747,412788.44745,4490523.506999999,1966.0,1966
11203,20732,20783,412680.53018999996,4490801.437674999,1966.0,1966
11204,20733,20676,416322.87069999997,4486647.925,2063.0,2063
11205,20733,20701,416475.08775,4486615.8325,2063.0,2063
11206,20733,20765,416470.08775,4486925.3325,2063.0,2063
11207,20734,20712,413956.63564999995,4489175.574999999,1996.0,1996
11208,20734,20727,414165.42165000003,4489041.114,1996.0,1996
11209,20734,20737,413967.2818,4489320.2215,1975.0,1975
11210,20734,20751,414087.74555,4489259.0024999995,1996.0,1996
11211,20735,20691,420385.0,4482682.5,2166.0,2166
11212,20735,20788,420443.0,4483096.0,2166.0,2166
11213,20736,2062,415534.8894,4487454.2565,2062.0,2062
11214,20736,20690,415221.90855,4487838.513,2028.0,2028
11215,20736,20776,415672.3894,4487831.2565,2012.0,2012
11216,20736,20799,415444.3894,4488160.7565,2011.0,2011
11217,20737,20734,413967.2818,4489320.2215,1975.0,1975
11218,20737,20740,413856.69215,4489472.9405000005,1975.0,1975
11219,20738,20722,420498.82790000003,4482729.583000001,2167.0,2167
11220,20738,20768,420637.11120000004,4482804.651000001,2167.0,2167
11221,20739,20719,412627.0,4490586.5,1966.0,1966
11222,20740,15012,413674.84880000004,4489516.6865,1975.0,1975
11223,20740,20737,413856.69215,4489472.9405000005,1975.0,1975
11224,20740,20750,413704.6313,4489680.296,1975.0,1975
11225,20740,20790,413951.4833,4489636.850500001,1975.0,1975
11226,20741,20721,412641.5,4490590.5,1966.0,1966
11227,20742,2169,421489.0,4482340.0,2169.0,2169
11228,20742,2176,421201.0,4481959.0,2176.0,2176
11229,20742,20665,420805.5,4482165.0,2176.0,2176
11230,20742,20822,421627.772,4482144.7155,2169.0,2169
11231,20743,1965,412222.1932,4490858.904,1965.0,1965
11232,20743,20714,412109.73825,4491098.995,1965.0,1965
11233,20743,20777,412393.70735000004,4491162.3795,1769.0,1769
11234,20743,20831,412775.28245,4491089.154,1966.0,1966
11235,20744,20700,411372.01285,4491780.972999999,1767.0,1767
11236,20744,20801,411612.49899999995,4492054.528999999,1767.0,1767
11237,20745,20725,413257.01105,4490006.484,1967.0,1967
11238,20745,20792,413259.5971,4490366.490499999,1967.0,1967
11239,20746,1768,410480.47589999996,4493143.775,1768.0,1768
11240,20746,20731,410265.5197,4493020.312,1768.0,1768
11241,20746,20795,410315.42205,4493333.3715,1768.0,1768
11242,20747,20732,412788.44745,4490523.506999999,1966.0,1966
11243,20747,20792,413065.32425,4490572.8055,1966.0,1966
11244,20748,20762,408186.80935,4495271.448000001,1728.0,1728
11245,20748,20774,407972.02895,4495572.5315000005,923.0,923
11246,20749,20699,418604.0,4484564.0,2095.0,2095
11247,20749,20707,418856.5,4484333.0,2095.0,2095
11248,20749,20778,419022.82555,4484556.574,2096.0,2096
11249,20749,20781,418863.0,4484724.0,2086.0,2086
11250,20750,20740,413704.6313,4489680.296,1975.0,1975
11251,20750,20757,413557.83664999995,4489886.9935,1975.0,1975
11252,20751,20734,414087.74555,4489259.0024999995,1996.0,1996
11253,20751,20780,414239.8064,4489352.477,1996.0,1996
11254,20752,20704,422921.77185,4480267.0825,2157.0,2157
11255,20752,20808,423135.25315,4480578.692,2157.0,2157
11256,20753,20786,412609.5,4491001.5,1966.0,1966
11257,20754,20702,417262.99725,4485924.052,2076.0,2076
11258,20754,20726,417109.5,4486186.0,2064.0,2064
11259,20754,20785,417433.5,4486181.5,2076.0,2076
11260,20754,20804,417270.0,4486444.0,2065.0,2065
11261,20755,2177,421921.0441,4481558.638,2177.0,2177
11262,20755,2178,422300.0441,4481586.638,2178.0,2178
11263,20755,20711,422007.6527,4481215.9075,2183.0,2183
11264,20755,20794,422019.36195,4481647.5879999995,2178.0,2178
11265,20756,20783,412656.95418999996,4490947.285174999,1966.0,1966
11266,20756,20789,412628.0,4491007.0,1966.0,1966
11267,20757,1966,413218.34105,4490156.6065,1966.0,1966
11268,20757,20720,413411.84884999995,4489873.213500001,1975.0,1975
11269,20757,20750,413557.83664999995,4489886.9935,1975.0,1975
11270,20757,20793,413637.4876,4490034.4465,1975.0,1975
11271,20758,20646,410487.1339,4492436.5715,1767.0,1767
11272,20758,20803,410983.59215000004,4492733.271500001,1767.0,1767
11273,20759,20686,409569.18539999996,4493562.640000001,1728.0,1728
11274,20759,20795,410132.64035,4493552.818,1766.0,1766
11275,20759,20807,409920.60675000004,4493811.9255,1728.0,1728
11276,20760,20715,422902.51635,4480360.357,2184.0,2184
11277,20761,20709,422896.5,4480328.0,2184.0,2184
11278,20762,20708,408219.76605,4495009.0985,1728.0,1728
11279,20762,20748,408186.80935,4495271.448000001,1728.0,1728
11280,20762,20841,408808.9291,4495151.7885,1728.0,1728
11281,20763,20928,423304.04375,4481041.274,2184.0,2184
11282,20764,20914,423299.67610000004,4481009.683,2157.0,2157
11283,20765,2063,416364.5,4487158.5,2063.0,2063
11284,20765,20733,416470.08775,4486925.3325,2063.0,2063
11285,20765,20827,416470.5,4487437.5,2063.0,2063
11286,20766,20714,411941.54504999996,4491348.091,1769.0,1769
11287,20766,20805,411956.5,4491808.0,1769.0,1769
11288,20767,1996,414628.75789999997,4488904.119,1996.0,1996
11289,20767,2010,414776.4851,4488639.3005,2010.0,2010
11290,20767,20717,414658.71525,4488661.8295,1996.0,1996
11291,20767,20814,414942.57975000003,4488876.147,1996.0,1996
11292,20768,20738,420637.11120000004,4482804.651000001,2167.0,2167
11293,20768,20773,420753.66425000003,4482857.989,2167.0,2167
11294,20769,20716,412575.77165,4490746.3515,1965.0,1965
11295,20769,20739,412582.5,4490864.5,1966.0,1966
11296,20770,2183,422566.46365,4480916.9505,2183.0,2183
11297,20770,2184,422778.96365,4480743.9505,2184.0,2184
11298,20770,20684,422540.2236,4480653.755999999,2184.0,2184
11299,20770,20900,422974.09534999996,4481318.9055,2178.0,2178
11300,20771,20623,408538.28819999995,4494377.854,1728.0,1728
11301,20771,20724,409234.07545,4494146.0265,1728.0,1728
11302,20771,20815,409292.0536,4494568.2615,1728.0,1728
11303,20771,20828,409591.8869,4494365.7129999995,1728.0,1728
11304,20772,1996,414527.26375000004,4489057.8575,1996.0,1996
11305,20772,20727,414445.18725,4488961.4629999995,1996.0,1996
11306,20772,20819,414736.05575,4489173.237,1996.0,1996
11307,20773,20768,420753.66425000003,4482857.989,2167.0,2167
11308,20773,20782,420820.06235,4482890.945499999,2167.0,2167
11309,20774,20748,407972.02895,4495572.5315000005,923.0,923
11310,20774,20798,407957.1605,4495840.164,923.0,923
11311,20775,20667,403875.5,4499259.0,920.0,920
11312,20775,20885,405316.5,4498967.0,920.0,920
11313,20776,2012,415843.58335,4488132.2195,2012.0,2012
11314,20776,2063,416081.0,4487538.5,2063.0,2063
11315,20776,20736,415672.3894,4487831.2565,2012.0,2012
11316,20776,20827,416187.0,4487817.5,2063.0,2063
11317,20777,20743,412393.70735000004,4491162.3795,1769.0,1769
11318,20777,20769,412523.01415,4491123.975500001,1965.0,1965
11319,20777,20800,412559.65833999997,4491261.16127,1784.0,1784
11320,20778,2087,419193.82555,4484758.574,2087.0,2087
11321,20778,2096,419147.32555,4484371.074,2096.0,2096
11322,20778,20749,419022.82555,4484556.574,2096.0,2096
11323,20778,20836,419492.30035000003,4484553.148,2088.0,2088
11324,20779,20700,411134.5346,4492197.2695,1767.0,1767
11325,20779,20803,411134.5346,4492716.3905,1767.0,1767
11326,20780,1975,414144.2862,4489564.6645,1975.0,1975
11327,20780,1996,414399.559,4489230.983,1996.0,1996
11328,20780,20751,414239.8064,4489352.477,1996.0,1996
11329,20780,20809,414406.3492,4489482.8145,1996.0,1996
11330,20781,2086,418607.0,4484906.0,2086.0,2086
11331,20781,2087,419034.0,4484926.0,2087.0,2087
11332,20781,20749,418863.0,4484724.0,2086.0,2086
11333,20781,20847,418868.0,4485253.0,2087.0,2087
11334,20782,20773,420820.06235,4482890.945499999,2167.0,2167
11335,20782,20818,420911.5,4483044.0,2167.0,2167
11336,20783,20800,412633.59838,4491198.470945,1784.0,1784
11337,20784,20739,412576.5,4490977.0,1966.0,1966
11338,20784,20787,412539.5,4491251.0,1784.0,1784
11339,20785,2065,417552.0,4486585.5,2065.0,2065
11340,20785,2076,417637.72145,4485984.6135,2076.0,2076
11341,20785,20754,417433.5,4486181.5,2076.0,2076
11342,20785,20823,417839.5,4486178.0,2076.0,2076
11343,20786,20789,412583.0,4491215.5,1784.0,1784
11344,20786,20817,412536.0,4491431.5,1770.0,1770
11345,20787,20741,412591.5,4490985.5,1966.0,1966
11346,20787,20784,412539.5,4491251.0,1784.0,1784
11347,20788,2166,420231.0,4483257.5,2166.0,2166
11348,20788,2167,420610.5,4483281.5,2167.0,2167
11349,20788,20735,420443.0,4483096.0,2166.0,2166
11350,20788,20820,420455.5,4483532.0,2166.0,2166
11351,20789,20786,412583.0,4491215.5,1784.0,1784
11352,20789,20821,412553.5,4491439.5,1770.0,1770
11353,20790,1975,414021.8476,4489725.941500001,1975.0,1975
11354,20790,20740,413951.4833,4489636.850500001,1975.0,1975
11355,20790,20833,414242.4395,4489846.839500001,1975.0,1975
11356,20791,20798,407879.10109999997,4496000.0,923.0,923
11357,20791,20802,407708.11375,4496185.8555,1728.0,1728
11358,20792,1966,413091.95279999997,4490482.450999999,1966.0,1966
11359,20792,20745,413259.5971,4490366.490499999,1967.0,1967
11360,20792,20747,413065.32425,4490572.8055,1966.0,1966
11361,20792,20831,413265.04205,4490840.200999999,1967.0,1967
11362,20792,20857,413488.7181,4490743.4055,1967.0,1967
11363,20793,1967,413773.81065,4490357.409,1967.0,1967
11364,20793,1975,413854.64655,4489916.84,1975.0,1975
11365,20793,15014,413515.07155,4490173.967499999,1967.0,1967
11366,20793,20757,413637.4876,4490034.4465,1975.0,1975
11367,20793,20846,413926.73990000004,4490240.141,1975.0,1975
11368,20794,20755,422019.36195,4481647.5879999995,2178.0,2178
11369,20794,20816,422029.1,4481966.528000001,2178.0,2178
11370,20795,20746,410315.42205,4493333.3715,1768.0,1768
11371,20795,20759,410132.64035,4493552.818,1766.0,1766
11372,20795,20834,410575.6897,4493545.668500001,1755.0,1755
11373,20795,20839,410380.8841,4493765.563,1755.0,1755
11374,20796,20820,420304.0,4483732.5,2166.0,2166
11375,20796,20848,420460.0,4483737.0,2167.0,2167
11376,20797,20693,419654.0,4483746.0,2165.0,2165
11377,20798,20774,407957.1605,4495840.164,923.0,923
11378,20798,20791,407879.10109999997,4496000.0,923.0,923
11379,20799,2011,415245.0,4488312.0,2011.0,2011
11380,20799,2012,415615.58335,4488461.7195,2012.0,2012
11381,20799,20736,415444.3894,4488160.7565,2011.0,2011
11382,20799,20806,415372.5,4488584.5,2011.0,2011
11383,20800,20777,412559.65833999997,4491261.16127,1784.0,1784
11384,20800,20821,412566.14419,4491476.685769999,1770.0,1770
11385,20800,20905,412955.14419,4491509.685769999,1784.0,1784
11386,20801,20744,411612.49899999995,4492054.528999999,1767.0,1767
11387,20801,20837,411621.5228,4492538.807,1767.0,1767
11388,20801,20842,411862.724,4492324.829,1767.0,1767
11389,20802,20791,407708.11375,4496185.8555,1728.0,1728
11390,20802,20832,407696.9624,4496453.488,1728.0,1728
11391,20803,20758,410983.59215000004,4492733.271500001,1767.0,1767
11392,20803,20779,411134.5346,4492716.3905,1767.0,1767
11393,20803,20811,411135.98425,4492870.2315,1768.0,1768
11394,20803,20852,411315.2673,4492933.6945,1767.0,1767
11395,20804,2064,417119.5,4486855.0,2064.0,2064
11396,20804,2065,417388.5,4486848.0,2065.0,2065
11397,20804,20754,417270.0,4486444.0,2065.0,2065
11398,20804,20916,417277.5,4487259.0,2065.0,2065
11399,20805,1769,412107.5,4492142.0,1769.0,1769
11400,20805,20766,411956.5,4491808.0,1769.0,1769
11401,20805,20829,412026.5,4492117.0,1767.0,1767
11402,20806,20799,415372.5,4488584.5,2011.0,2011
11403,20806,20810,415239.5,4488773.0,2010.0,2010
11404,20807,20759,409920.60675000004,4493811.9255,1728.0,1728
11405,20807,20828,409931.0435,4494210.262499999,1728.0,1728
11406,20808,2157,423270.6958,4480514.857,2157.0,2157
11407,20808,20752,423135.25315,4480578.692,2157.0,2157
11408,20808,20838,423310.63145,4480882.4725,2157.0,2157
11409,20809,20780,414406.3492,4489482.8145,1996.0,1996
11410,20809,20825,414541.9532,4489599.329,1975.0,1975
11411,20810,2010,414968.5,4488688.0,2010.0,2010
11412,20810,20806,415239.5,4488773.0,2010.0,2010
11413,20810,20814,415134.59465,4488924.8465,1977.0,1977
11414,20811,20731,410693.76075,4492918.074,1768.0,1768
11415,20811,20803,411135.98425,4492870.2315,1768.0,1768
11416,20811,20835,411135.5049,4493066.608,1768.0,1768
11417,20812,20777,412485.51415,4491408.975500001,1770.0,1770
11418,20812,20784,412500.5,4491418.5,1770.0,1770
11419,20813,20787,412516.5,4491423.0,1770.0,1770
11420,20814,20767,414942.57975000003,4488876.147,1996.0,1996
11421,20814,20810,415134.59465,4488924.8465,1977.0,1977
11422,20814,20819,414985.15945000004,4489133.0445,1977.0,1977
11423,20814,20826,415151.09465,4489025.8465,1977.0,1977
11424,20815,1728,409214.74905,4494801.774499999,1728.0,1728
11425,20815,20771,409292.0536,4494568.2615,1728.0,1728
11426,20815,20850,409457.2584,4494848.125,1728.0,1728
11427,20816,20794,422029.1,4481966.528000001,2178.0,2178
11428,20816,20822,422047.05415,4482100.793500001,2178.0,2178
11429,20817,20856,412488.0,4491879.0,1770.0,1770
11430,20818,2167,420874.0,4483190.5,2167.0,2167
11431,20818,20782,420911.5,4483044.0,2167.0,2167
11432,20818,20844,421108.96765,4483190.8,2167.0,2167
11433,20819,1977,415023.0648,4489474.698,1977.0,1977
11434,20819,20772,414736.05575,4489173.237,1996.0,1996
11435,20819,20814,414985.15945000004,4489133.0445,1977.0,1977
11436,20819,20825,414743.95499999996,4489462.877,1977.0,1977
11437,20820,20788,420455.5,4483532.0,2166.0,2166
11438,20820,20824,420459.0,4483753.5,2167.0,2167
11439,20820,20848,420614.0,4483714.5,2167.0,2167
11440,20821,20858,412505.5,4491882.0,1770.0,1770
11441,20822,20742,421627.772,4482144.7155,2169.0,2169
11442,20822,20816,422047.05415,4482100.793500001,2178.0,2178
11443,20822,20855,422253.8976,4482122.6825,2178.0,2178
11444,20823,2066,418195.5,4486644.0,2066.0,2066
11445,20823,2077,418202.5,4485938.5,2077.0,2077
11446,20823,15015,418053.1248,4486159.198,2077.0,2077
11447,20823,20785,417839.5,4486178.0,2076.0,2076
11448,20823,20908,418477.0,4486173.5,2066.0,2066
11449,20824,20797,420306.0,4483782.5,2097.0,2097
11450,20824,20820,420459.0,4483753.5,2167.0,2167
11451,20824,20866,420463.0,4484016.0,2098.0,2098
11452,20825,20809,414541.9532,4489599.329,1975.0,1975
11453,20825,20819,414743.95499999996,4489462.877,1977.0,1977
11454,20825,20830,414516.86340000003,4489775.1280000005,1976.0,1976
11455,20825,20860,414709.81255000003,4489727.034,1976.0,1976
11456,20826,1977,415189.0,4489367.5,1977.0,1977
11457,20826,20814,415151.09465,4489025.8465,1977.0,1977
11458,20826,20843,415294.4462,4489062.749,1977.0,1977
11459,20827,20765,416470.5,4487437.5,2063.0,2063
11460,20827,20776,416187.0,4487817.5,2063.0,2063
11461,20827,20863,416477.0,4487996.5,2013.0,2013
11462,20827,20882,416761.2955,4487813.1504999995,2064.0,2064
11463,20828,20771,409591.8869,4494365.7129999995,1728.0,1728
11464,20828,20807,409931.0435,4494210.262499999,1728.0,1728
11465,20828,20877,410200.6333,4494358.4755,1728.0,1728
11466,20828,20909,410023.23505,4494646.868,1728.0,1728
11467,20829,20805,412026.5,4492117.0,1767.0,1767
11468,20829,20842,412099.47054999997,4492266.1995,1767.0,1767
11469,20830,1976,414501.9732,4490062.949,1976.0,1976
11470,20830,20825,414516.86340000003,4489775.1280000005,1976.0,1976
11471,20830,20833,414409.5651,4489927.847,1976.0,1976
11472,20831,1784,413115.58924999996,4491197.25,1784.0,1784
11473,20831,20743,412775.28245,4491089.154,1966.0,1966
11474,20831,20792,413265.04205,4490840.200999999,1967.0,1967
11475,20831,20905,413279.08924999996,4491402.25,1785.0,1785
11476,20831,20921,413662.46985,4491076.879000001,1967.0,1967
11477,20832,923,406878.78390000004,4495987.445,923.0,923
11478,20832,20802,407696.9624,4496453.488,1728.0,1728
11479,20832,20874,407885.3823,4496689.32,1728.0,1728
11480,20833,20790,414242.4395,4489846.839500001,1975.0,1975
11481,20833,20830,414409.5651,4489927.847,1976.0,1976
11482,20833,20840,414290.4669,4490091.797,1976.0,1976
11483,20833,20871,414416.8526,4490141.8475,1976.0,1976
11484,20834,1755,410828.24355,4493745.572000001,1755.0,1755
11485,20834,20795,410575.6897,4493545.668500001,1755.0,1755
11486,20834,20864,410967.2498,4493547.3355,1755.0,1755
11487,20835,1768,410906.78795,4493190.071,1768.0,1768
11488,20835,20811,411135.5049,4493066.608,1768.0,1768
11489,20835,20864,411133.2942,4493381.3345,1768.0,1768
11490,20836,2088,419897.10384999996,4484778.7775,2088.0,2088
11491,20836,2097,419845.97479999997,4484342.574,2097.0,2097
11492,20836,20778,419492.30035000003,4484553.148,2088.0,2088
11493,20836,20901,420134.47479999997,4484545.074,2088.0,2088
11494,20837,20801,411621.5228,4492538.807,1767.0,1767
11495,20837,20867,411675.6657,4492863.6645,1767.0,1767
11496,20838,20808,423310.63145,4480882.4725,2157.0,2157
11497,20838,20894,423467.43565,4481205.615499999,2157.0,2157
11498,20839,1755,410633.43795,4493965.4665,1755.0,1755
11499,20839,20795,410380.8841,4493765.563,1755.0,1755
11500,20839,20877,410438.4403,4494172.8835,1755.0,1755
11501,20840,20833,414290.4669,4490091.797,1976.0,1976
11502,20840,20846,414141.96835,4490294.2,1976.0,1976
11503,20841,20762,408808.9291,4495151.7885,1728.0,1728
11504,20841,20880,409481.21185,4495153.404,1728.0,1728
11505,20842,20801,411862.724,4492324.829,1767.0,1767
11506,20842,20829,412099.47054999997,4492266.1995,1767.0,1767
11507,20842,20915,412117.19405,4492644.7809999995,1767.0,1767
11508,20843,20826,415294.4462,4489062.749,1977.0,1977
11509,20843,20845,415446.39505,4488999.0645,1977.0,1977
11510,20844,20818,421108.96765,4483190.8,2167.0,2167
11511,20844,20861,421244.4381,4483295.762499999,2167.0,2167
11512,20845,20843,415446.39505,4488999.0645,1977.0,1977
11513,20845,20859,415659.2388,4488873.0075,2012.0,2012
11514,20845,20881,415574.1341,4489081.385,1977.0,1977
11515,20846,20793,413926.73990000004,4490240.141,1975.0,1975
11516,20846,20840,414141.96835,4490294.2,1976.0,1976
11517,20846,20851,414010.06895,4490476.141,1967.0,1967
11518,20846,20876,414196.90635,4490436.777,1976.0,1976
11519,20847,2077,418598.5,4485659.0,2077.0,2077
11520,20847,2078,419059.5,4485693.5,2078.0,2078
11521,20847,20781,418868.0,4485253.0,2087.0,2087
11522,20847,20908,418873.0,4485894.0,2078.0,2078
11523,20848,20865,421079.0,4483514.5,2167.0,2167
11524,20849,20797,420462.5,4483750.0,2167.0,2167
11525,20849,20824,420616.5,4483764.5,2098.0,2098
11526,20850,20815,409457.2584,4494848.125,1728.0,1728
11527,20850,20873,409636.01855000004,4495006.7745,1728.0,1728
11528,20851,1967,413857.1397,4490593.409,1967.0,1967
